origin_type	treatment_type	F_FW_rosette	F_FW_aboveground_tot	F_FW_root	F_DW_rosette	F_DW_aboveground_tot	F_DW_root	F_RGR_max	F_WC1	F_WC2	F_LMA	F_fvfm	F_PIabs	F_Zn_S	F_Cd_S	F_Pb_S	F_Mg_S	F_Ca_S	F_K_S	F_Na_S	F_Cu_S	F_Fe_S	F_P_S	F_Zn_R	F_Cd_R	F_Pb_R	F_Mg_R	F_Ca_R	F_K_R	F_Na_R	F_Cu_R	F_Fe_R	F_P_R	F_rosette_hight	F_stem_nr	F_max_stem_length	F_epid_up	F_mes	F_epid_low	F_whole_leaf	F_cuti_up	F_cuti_low	F_stom_size_up_la	F_stom_size_up_sa	F_stom_area_up	F_stom_size_low_la	F_stom_size_low_sa	F_stom_area_low	F_stom_dens_low	F_stom_dens_up	F_palisade_long	F_palisade_short	F_trich_dens_up	F_trich_dens_low	F_whole_leaf_added	F_epid_up_propa	F_mes_propa	F_epid_low_propa	F_protection	F_assim_protection_prop	F_epid_up_propb	F_mes_propb	F_epid_low_propb	F_palisade_index	F_pollen_n_alive	F_pollen_n_dead	F_pollen_n_degen	F_pollen_n_deaddegen	F_pollen_n_all	F_pollen_viability_perc	F_pollen_dead_perc	F_pollen_degen_perc	F_pollen_deaddegen_perc	F_pollen_diameter	genotype_M_PL22_101	genotype_M_PL22_102	genotype_M_PL22_103	genotype_M_PL22_104	genotype_M_PL22_105	genotype_M_PL22_106	genotype_M_PL22_107	genotype_M_PL22_108	genotype_M_PL22_109	genotype_M_PL27_101	genotype_M_PL27_102	genotype_M_PL27_103	genotype_M_PL27_104	genotype_M_PL27_105	genotype_M_PL27_106	genotype_M_PL27_107	genotype_M_PL27_108	genotype_M_PL27_109	genotype_M_PL27_110	genotype_NM_PL14_105	genotype_NM_PL14_111	genotype_NM_PL14_114	genotype_NM_PL14_118	genotype_NM_PL14_119	genotype_NM_PL14_121	genotype_NM_PL14_126	genotype_NM_PL14_127	genotype_NM_PL14_128	genotype_NM_PL14_130	genotype_NM_PL35_101	genotype_NM_PL35_103	genotype_NM_PL35_104	genotype_NM_PL35_105	genotype_NM_PL35_106	genotype_NM_PL35_107	genotype_NM_PL35_108	genotype_NM_PL35_109	genotype_NM_PL35_110	genotype_NM_PL35_111	origin_pop_M_PL22	origin_pop_M_PL27	origin_pop_NM_PL14	origin_pop_NM_PL35	treatment_pop_M_PL22	treatment_pop_M_PL27	treatment_pop_NM_PL14	treatment_pop_NM_PL35	comparison_3levels_far_allopatric	comparison_3levels_near_allopatric	comparison_3levels_sympatric
0	0	1.343	2.003	2.244	0.2091	0.3395	0.4153	0.022524143	80.0	4.0	0.005458615	0.7995	3.2935	13248.0	105.1	154.2	4523.0	18911.0	10937.0	35.0	6.9	2079.888	0.38	3422.0	64.4	88.2	3193.0	4050.0	11495.0	34.0	5.5	688.521	0.19	1.333333333	13.66666667	32.33333333	18.3150005	114.5300025	15.755	136.1399995	0.64	0.52	17.37416675	14.65250017	200.8266474	16.96083317	13.965	186.0466011	280.1120448	385.1540616	35.04	27.8649995	0.0	0.0	148.600003	0.134530634	0.841266365	0.115726458	34.0700005	3.361608477	0.123250337	0.770726785	0.106022878	1.257491499	529.0	3.0	0.0	3.0	532.0	99.44	0.56	0.0	0.563909774	16.27833333	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
0	1	6.613	11.191	0.71	0.917	2.288	0.326	0.031723748	87.70614693	7.134	0.002301397	0.825666667	2.7233	9423.0	113.4	2.1	4914.0	14997.0	21874.0	87.0	9.2	3155.53	0.38	3903.0	66.8	3.7	1669.0	5527.0	14465.0	65.0	6.6	1848.794	0.24	0.0	18.66666667	54.0	19.46	130.7449955	20.5300005	162.620003	0.67	0.685	19.4408335	15.42333333	235.4456814	18.23499983	14.7	210.7433608	227.5910364	262.605042	40.965	32.964999	0.0	0.0	170.734996	0.119665476	0.803990857	0.126245235	39.9900005	3.269442207	0.113977805	0.765777366	0.12024483	1.24268167	492.0	20.0	27.0	47.0	539.0	91.28	3.71	5.01	8.719851577	16.50833333	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
0	1	6.622	10.045	4.626	0.9879	1.7825	1.1424	0.021363674	81.04395604	4.275	0.012383573	0.775	1.6863	1118.0	9.9	2.5	3278.0	8493.0	31390.0	45.0	3.7	1194.449	0.39	1015.0	9.6	1.3	1140.0	3664.0	5858.0	91.0	3.7	246.157	0.18	1.0	25.0	30.66666667	17.2199995	106.2299995	15.5650005	130.6850055	0.54	0.56	18.16333325	14.7525	210.5922314	18.62250008	14.90583317	217.9461563	525.210084	385.1540616	52.495001	29.755	0.0	0.0	139.0149995	0.131767217	0.812870605	0.119103186	32.785	3.240201296	0.123871522	0.76416214	0.111966339	1.764241338	427.0	5.0	1.0	6.0	433.0	98.61	1.15	0.23	1.385681293	16.35833333	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
0	0	0.367	0.367	0.139	0.0691	0.0691	0.0254	0.01853593	78.94736842	3.75	0.004606906	0.7635	2.7928	7221.0	110.7	345.4	3716.0	12938.0	12206.0	57.0	12.2	4291.176	0.36	3314.0	177.0	178.8	1917.0	6104.0	5167.0	66.0	18.2	1294.7085	0.22	0.0	13.0	24.33333333	15.06	122.6499975	14.355	143.375	0.615	0.54	16.54166692	15.09749967	197.636401	16.37083333	13.34166658	172.9770525	315.1260504	385.1540616	29.134999	23.5500005	0.0	0.0	152.0649975	0.105039233	0.85544898	0.100122058	29.415	4.169641254	0.099036598	0.80656298	0.094400422	1.237154921	238.0	1.0	7.0	8.0	246.0	96.75	0.41	2.85	3.25203252	15.66333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1
0	0	1.484	1.737	0.643	0.229	0.292	0.2663	0.044594282	90.56603774	9.6	0.002610484	0.794	1.5003	9890.0	225.1	253.4	7921.0	19827.0	25199.0	37.0	4.6	1741.495	0.19	2628.0	125.9	835.2	3569.0	5168.0	10409.0	39.0	5.5	492.245	0.09	2.333333333	16.0	61.0	18.2699995	109.165001	15.46	135.735001	0.7	0.625	16.68916642	13.86416667	182.3518447	17.32166675	13.855	188.6567696	175.070028	385.1540616	39.789999	30.08	0.0	0.0	142.8950005	0.134600504	0.804250932	0.113898404	33.7299995	3.236436484	0.127856114	0.763952557	0.108191329	1.322805818	630.0	7.0	6.0	13.0	643.0	97.98	1.09	0.93	2.021772939	16.88333333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
0	1	3.734	5.198	0.367	0.479	0.863	0.135	0.031936147	87.5	7.0	0.006225932	0.832333333	2.6083	5584.0	90.7	1.2	4453.0	16309.0	18175.0	105.0	6.5	1118.885	0.46	2003.0	39.2	2.3	1475.0	4029.0	11548.0	40.0	9.5	662.873	0.4	1.5	26.0	35.0	14.35	79.1500015	10.99	99.349998	0.725	0.715	16.55583308	13.6525	178.4864029	14.85750008	12.4125	146.6613139	525.210084	595.2380952	37.6049995	31.8950005	1.343440968	2.351021694	104.4900015	0.144438855	0.796678441	0.110619026	25.34	3.123520185	0.137333714	0.757488758	0.105177527	1.179024891	565.0	7.0	5.0	12.0	577.0	97.92	1.21	0.87	2.079722704	16.22166667	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
0	1	5.696	32.141	1.161	0.761	5.235	0.235	0.031696636	88.13559322	7.429	0.00163304	0.825	2.522	10053.0	129.1	2.0	5009.0	19251.0	21425.0	93.0	6.4	2797.842	0.4	3887.0	74.7	6.6	1006.0	3273.0	17603.0	68.0	7.5	856.362	0.4	1.333333333	26.0	52.66666667	17.9399995	89.465	14.8199995	112.6849975	0.54	0.6	16.70749992	12.76166667	168.3218801	16.86083292	13.67833333	181.1245797	140.0560224	297.6190476	35.9650005	28.0550005	0.0	0.0	122.224999	0.159204862	0.793938874	0.131517059	32.759999	2.730921939	0.146778479	0.731969734	0.121251787	1.281946172	631.0	7.0	19.0	26.0	657.0	96.04	1.07	2.89	3.95738204	17.41833333	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
0	1	3.698	8.249	3.63	0.6904	0.7048	0.7416	0.020839778	82.37885463	4.675	0.012198564	0.817	2.1053	1506.0	26.1	1.7	1968.0	5054.0	15648.0	38.0	4.8	688.916	0.27	1887.0	11.5	1.2	1595.0	3697.0	9373.0	58.0	7.7	189.5835	0.18	2.166666667	26.0	23.0	16.7950005	82.6149975	13.795	109.669998	0.5	0.465	15.94416667	14.2125	178.9584365	17.6491665	15.22999992	212.5070363	332.6330532	245.0980392	36.710001	25.085	0.0	0.0	113.204998	0.153141249	0.753305362	0.125786453	30.5900005	2.700719063	0.148359178	0.729782244	0.121858577	1.463424397	817.0	10.0	0.0	10.0	827.0	98.79	1.21	0.0	1.209189843	16.89833333	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
0	1	8.915	42.957	1.075	0.933	6.078	0.278	0.031018654	89.25619835	8.308	0.001960013	0.833333333	1.7037	10907.0	158.9	2.6	5746.0	20739.0	20656.0	102.0	8.1	2479.229	0.46	5124.0	73.1	1.6	1748.0	3822.0	18104.0	56.0	14.5	527.08	0.44	0.0	17.33333333	36.66666667	17.7600005	83.9850005	16.940001	117.454998	0.585	0.575	15.49249983	14.66416667	179.2108878	14.90500008	14.5025	169.9148002	315.1260504	367.6470588	27.3000005	24.9750005	0.335860242	0.0	118.685002	0.151206852	0.715039819	0.144225459	34.7000015	2.420316913	0.149639805	0.707629432	0.142730764	1.093093091	479.0	6.0	12.0	18.0	497.0	96.38	1.21	2.41	3.621730382	16.43833333	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
0	1	6.306	10.288	4.598	0.7708	1.505	1.1302	0.019964511	82.32445521	4.658	0.007702223	0.772	1.395	2327.0	14.7	1.2	4178.0	10987.0	20603.0	46.0	4.3	915.09	0.36	1052.0	9.7	1.3	1783.0	2918.0	5769.0	83.0	5.2	264.897	0.16	0.0	26.0	39.33333333	18.9899995	97.6749995	16.58	120.9349975	0.645	0.465	16.87750025	14.72833333	195.627082	15.9275	14.20166658	178.2636264	402.6610644	262.605042	37.660002	28.4750005	0.40303229	0.0	133.244999	0.157026501	0.807665287	0.137098444	35.5699995	2.74599384	0.142519416	0.733048146	0.124432437	1.322563699	598.0	6.0	0.0	6.0	604.0	99.01	0.99	0.0	0.993377483	16.23833333	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
0	0	2.967	2.967	1.936	0.4529	0.4529	0.4826	0.020571069	88.01742919	7.345	0.00395886	0.799	2.4277	10544.0	102.2	248.5	4652.0	19333.0	19211.0	42.0	8.9	3642.615	0.41	3756.0	51.4	61.4	1678.0	3377.0	13967.0	17.0	3.9	369.2625	0.46	0.333333333	15.66666667	32.0	14.77	115.454998	14.495	142.269997	0.595	0.63	16.72749983	14.63333333	193.7007182	14.61749992	13.67833325	158.5389397	420.1680672	455.1820728	31.33	17.299999	0.40303229	0.0	144.719998	0.103816689	0.811520352	0.101883744	29.265	3.945156262	0.10205915	0.797781921	0.100158929	1.810982764	222.0	1.0	0.0	1.0	223.0	99.55	0.45	0.0	0.448430493	18.83333333	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
0	0	5.605	5.605	1.37	0.777	0.777	0.2611	0.060641683	87.5	7.0	0.00356394	0.81	3.1003	22167.0	133.8	33.5	7290.0	19526.0	17632.0	27.0	2.9	562.024	0.21	7459.0	60.4	41.1	3024.0	11357.0	13940.0	67.0	6.2	433.935	0.19	5.0	24.0	32.0	19.3450005	150.854996	15.29	180.57	0.58	0.705	18.02000017	13.41916667	190.1921714	17.05249983	14.02166667	187.7824879	245.0980392	455.1820728	55.4599995	39.8850005	1.880817355	2.888398081	185.4899965	0.107132971	0.835437758	0.084676303	34.6350005	4.355565001	0.104291341	0.813278338	0.082430321	1.390497651	902.0	4.0	2.0	6.0	908.0	99.34	0.44	0.22	0.660792952	17.075	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
0	1	26.369	63.449	1.721	2.402	6.798	0.379	0.031893876	87.7587146	7.172727273	0.00155732	0.829	2.2453	9574.0	104.1	2.3	4034.0	13457.0	19685.0	129.0	8.7	1290.849	0.44	4905.0	42.0	7.7	1666.0	4334.0	16704.0	67.0	8.1	1750.83	0.37	1.666666667	14.0	52.66666667	14.17	95.5	12.125	121.0550005	0.7	0.595	16.25666675	14.05666667	180.1990329	16.39999992	13.88166667	178.7040517	192.5770308	472.6890756	36.16	26.4250005	0.134344097	0.201516145	121.795	0.117054231	0.788897605	0.100161083	26.295	3.631869177	0.116343035	0.784104438	0.099552527	1.368401109	654.0	8.0	9.0	17.0	671.0	97.47	1.19	1.34	2.533532042	17.69166667	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
0	1	18.003	40.417	6.753	2.0533	2.9862	1.7045	0.03025323	82.46225319	4.702	0.005086181	0.801666667	1.412	3056.0	21.0	1.2	3175.0	9821.0	18613.0	49.0	4.1	769.267	0.41	1933.0	10.5	2.7	1589.0	5168.0	9644.0	43.0	5.2	251.6165	0.31	0.666666667	34.0	29.33333333	16.195	98.0250015	14.525	124.100002	0.65	0.6	17.83416683	15.01916667	210.5227922	16.6566665	14.21666658	186.3251476	507.7030812	262.605042	33.2799995	22.1850005	0.067172048	0.201516145	128.7450015	0.130499595	0.789887187	0.117042706	30.72	3.190918018	0.125791291	0.761388795	0.112819914	1.500112632	735.0	2.0	0.0	2.0	737.0	99.73	0.27	0.0	0.271370421	15.92	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
0	0	2.059	2.059	1.092	0.4185	0.4185	0.2126	0.018140893	75.51020408	3.083	0.006254225	0.791333333	1.195	6473.0	120.9	240.9	3224.0	10855.0	15837.0	31.0	8.0	3119.108	0.31	4011.0	134.5	125.5	2555.0	5708.0	11490.0	33.0	7.5	811.44	0.31	0.666666667	10.66666667	21.0	17.7150005	111.8250005	12.275	134.5100025	0.675	0.59	17.26666692	15.035	204.4163815	16.78999983	14.04083333	185.6146645	245.0980392	350.140056	32.3600005	25.6649995	0.0	0.0	141.815001	0.131700247	0.831350817	0.091257154	29.9900005	3.728742869	0.124916267	0.788527305	0.086556429	1.260861139	517.0	5.0	0.0	5.0	522.0	99.04	0.96	0.0	0.957854406	19.80833333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
0	0	5.632	5.632	3.977	0.739	0.739	0.614	0.040538999	85.19480519	5.754	0.004244805	0.810666667	2.199	12491.0	256.1	272.1	8129.0	24550.0	18414.0	21.0	3.6	1351.913	0.24	1726.0	108.0	493.7	1662.0	3659.0	12622.0	97.0	3.9	121.421	0.11	1.333333333	7.333333333	46.66666667	20.839999	131.1050035	16.1099995	164.6299975	0.725	0.605	16.62583325	14.4375	189.5543731	16.55416692	13.9675	182.151901	157.5630252	315.1260504	56.4799995	45.67	0.0	0.0	168.055002	0.126586888	0.796361571	0.097855796	36.9499985	3.548173446	0.124007014	0.780131516	0.09586147	1.23669804	482.0	11.0	23.0	34.0	516.0	93.41	2.13	4.46	6.589147287	15.74833333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
0	0	15.496	21.343	5.724	2.2509	3.5826	1.0753	0.019972474	83.80462725	5.175	0.00503273	0.804333333	2.29	8221.0	134.4	171.3	4962.0	16891.0	17538.0	34.0	6.9	2531.966	0.3	3770.0	109.8	170.5	2698.0	4746.0	13715.0	25.0	5.9	550.896	0.24	0.666666667	13.66666667	32.0	20.9300005	132.0999985	17.56	164.610001	0.645	0.575	17.68333342	15.31333342	212.7003416	17.5	14.83833333	204.0048822	245.0980392	332.6330532	39.6499995	35.0649995	0.0	0.0	170.589999	0.127149021	0.802502872	0.106676386	38.4900005	3.432060192	0.122691838	0.774371295	0.102936867	1.130757167	280.0	0.0	0.0	0.0	280.0	100.0	0.0	0.0	0.0	15.63166667	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
0	0	12.485	12.485	2.905	1.658	1.991	0.485	0.048212554	84.05315615	5.271	0.006104077	0.796666667	2.0327	8875.0	286.0	225.8	6767.0	15926.0	23536.0	21.0	4.0	1251.059	0.2	2874.0	130.9	835.0	2713.0	3381.0	11483.0	34.0	3.6	401.8215	0.11	4.666666667	16.66666667	66.33333333	22.9549995	155.3099975	15.6349995	185.2699965	0.84	0.63	16.70583342	14.20333333	186.6433032	18.43416667	14.805	214.829796	192.5770308	350.140056	42.334999	37.880001	0.0	0.0	193.8999965	0.123900253	0.838290065	0.084390348	38.589999	4.024617816	0.118385765	0.800979888	0.080634346	1.117608181	889.0	5.0	5.0	10.0	899.0	98.89	0.56	0.56	1.112347052	18.02	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
0	1	18.48	47.669	1.019	2.32	7.121	0.362	0.027711943	87.5	7.0	0.002004303	0.830666667	2.791	8301.0	100.3	1.8	5079.0	16274.0	17944.0	66.0	7.4	2068.259	0.36	4110.0	63.0	8.7	1425.0	4090.0	15238.0	37.0	7.4	247.026	0.3	0.0	7.0	43.0	17.96	103.0600015	13.085	131.4599995	0.66	0.595	15.70083325	12.96333333	161.020426	16.70250017	14.03666675	186.4191984	245.0980392	332.6330532	32.4449985	27.2600005	0.0	0.0	134.1050015	0.136619505	0.783964718	0.099535981	31.045	3.319697262	0.133924908	0.768502296	0.097572796	1.190205352	432.0	9.0	8.0	17.0	449.0	96.21	2.0	1.78	3.786191537	18.42833333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
0	1	4.947	7.156	3.088	0.779	1.3471	0.7771	0.02382866	84.19047619	5.325	0.010280841	0.789666667	1.5787	1988.0	8.1	1.8	2984.0	7054.0	16676.0	32.0	3.6	1301.448	0.32	1377.0	6.7	4.4	1152.0	2994.0	4891.0	62.0	3.0	153.8285	0.18	0.666666667	35.33333333	42.33333333	28.245	122.649998	20.33	162.470001	0.59	0.42	20.15749975	16.9983335	269.110803	19.75000008	16.62916642	258.0538081	297.6190476	192.5770308	47.7449985	33.2299995	0.0	0.0	171.224998	0.173847478	0.754908582	0.125130793	48.575	2.524961359	0.16495839	0.716308947	0.118732663	1.436804069	308.0	78.0	1.0	79.0	387.0	79.59	20.16	0.26	20.41343669	14.165	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
0	0	0.291	0.291	0.387	0.051	0.051	0.0877	0.049104595	91.20879121	10.375	0.002392254	0.822666667	1.7947	7205.0	86.2	194.9	7827.0	17250.0	33345.0	166.0	5.8	1479.949	0.36	6051.0	158.6	1000.1	3566.0	12559.0	12903.0	68.0	10.2	3645.8395	0.1	3.0	21.0	68.0	20.1600005	109.509998	14.9349995	140.4199985	0.635	0.555	19.8333335	14.6625	228.4437848	19.16333333	14.16666683	213.1950446	122.5490196	315.1260504	38.9099995	28.4049995	2.418193742	2.283849645	144.604998	0.143569297	0.779874656	0.106359491	35.095	3.120387463	0.139414272	0.757304378	0.103281351	1.369829262	606.0	13.0	5.0	18.0	624.0	97.12	2.08	0.8	2.884615385	19.08666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
0	1	2.475	18.434	0.276	0.32	2.679	0.105	0.027259867	87.75510204	7.167	0.001872796	0.841333333	2.3833	5206.0	79.2	3.7	3835.0	11693.0	18526.0	109.0	9.6	4160.594	0.42	3134.0	95.3	3.8	1352.0	10315.0	14803.0	55.0	9.7	1383.6515	0.19	0.666666667	31.0	47.33333333	16.745	99.814999	15.0050005	131.66	0.54	0.555	17.02083325	14.16833333	189.9270709	15.8941665	14.25666675	179.9079233	280.1120448	420.1680672	40.6200005	34.1199985	0.940408678	0.671720484	131.5649995	0.127183655	0.758126986	0.1139678	31.7500005	3.143779447	0.127275492	0.758674415	0.114050094	1.19050417	358.0	7.0	93.0	100.0	458.0	78.17	1.53	20.31	21.83406114	14.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
0	1	3.091	17.563	2.768	0.4336	2.9042	0.4448	0.016138135	78.85245902	3.729	0.007055477	0.7925	1.2635	1606.0	13.0	1.3	3459.0	8824.0	19233.0	64.0	4.3	1078.043	0.45	1259.0	7.0	3.0	1340.0	5072.0	8423.0	56.0	3.5	267.752	0.21	0.666666667	33.66666667	45.33333333	18.545	89.9749985	13.695	112.1650005	0.445	0.455	18.86916683	15.37416658	228.5472865	18.153334	14.86166675	213.4440553	280.1120448	245.0980392	32.4399995	24.125	1.477785065	0.201516145	122.2149985	0.16533678	0.802166434	0.12209691	32.24	2.790787795	0.151740787	0.736202591	0.112056623	1.344663192	337.0	116.0	27.0	143.0	480.0	70.21	24.17	5.62	29.79166667	14.84333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
0	1	10.033	11.77	1.031	0.958	1.491	0.216	0.032221029	90.65849923	9.705	0.003502332	0.827333333	2.0097	10563.0	85.6	1.3	6211.0	18379.0	19424.0	62.0	7.9	845.647	0.57	4129.0	36.4	9.1	1824.0	3639.0	17377.0	57.0	11.4	977.461	0.73	2.0	6.333333333	30.33333333	18.99	103.4750025	15.295	133.2950055	0.715	0.705	15.765	14.785	182.9830851	16.45250008	14.26250008	184.9461245	280.1120448	385.1540616	31.249999	23.01	0.537376387	0.0	137.7600025	0.142465953	0.776285669	0.114745485	34.285	3.018083783	0.13784843	0.75112515	0.111026421	1.358105128	585.0	16.0	9.0	25.0	610.0	95.9	2.62	1.48	4.098360656	16.13166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
0	1	3.122	3.122	2.481	0.6064	0.6064	0.5076	0.022234023	84.80392157	5.581	0.007723486	0.779333333	1.6987	1992.0	8.6	2.8	2054.0	4556.0	14470.0	41.0	4.3	1858.645	0.39	1928.0	5.3	3.7	1990.0	3429.0	9846.0	71.0	5.3	507.8075	0.29	1.5	28.5	20.0	15.55	115.265003	13.87	141.8099975	0.595	0.585	16.7683335	14.7725	194.6226876	16.95916642	14.33333333	192.0122486	350.140056	350.140056	43.199999	29.58	0.0	0.0	144.685003	0.109653764	0.812812954	0.097806926	29.42	3.917913086	0.107474857	0.796661718	0.095863425	1.460446214	740.0	26.0	2.0	28.0	768.0	96.35	3.39	0.26	3.645833333	17.73666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
0	0	0.874	0.874	0.063	0.1349	0.1349	0.0102	0.018385955	73.48837209	2.772	0.017229048	0.813333333	2.1262	8850.0	82.7	370.9	4957.0	16406.0	16865.0	48.0	14.5	4643.821	0.4	2534.0	51.2	139.8	3301.0	8877.0	11470.0	151.0	10.8	775.9897	0.26	0.166666667	15.33333333	12.0	19.2250005	116.424999	12.75	142.0250015	0.585	0.595	16.3341665	14.79	189.9341381	14.63000008	13.00833333	149.935809	315.1260504	350.140056	29.1300005	17.2849995	0.873236629	0.0	148.3999995	0.135363494	0.819750028	0.089772926	31.9750005	3.641125791	0.129548521	0.784535036	0.085916442	1.685276329	452.0	3.0	0.0	3.0	455.0	99.34	0.66	0.0	0.659340659	13.585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
0	0	23.346	97.691	3.812	2.93	8.186	1.0471	0.04857517	88.19119025	7.468	0.004330206	0.805	1.9945	23396.0	92.9	39.6	9489.0	24157.0	19807.0	20.0	4.2	486.224	0.31	3762.0	30.4	112.1	1577.0	3380.0	14857.0	42.0	6.4	135.195	0.24	2.5	10.66666667	58.66666667	21.7700005	126.464996	20.96	163.455002	0.71	0.665	17.67583333	14.63583333	203.4725329	16.64833308	14.7725	193.0116023	262.605042	402.6610644	38.664999	30.04	0.335860242	0.335860242	169.1949965	0.133186505	0.773699149	0.12823101	42.7300005	2.959630108	0.12866811	0.747451158	0.123880732	1.287117144	567.0	10.0	14.0	24.0	591.0	95.94	1.69	2.37	4.060913706	17.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
