origin_type	treatment_type	F_FW_rosette	F_FW_aboveground_tot	F_FW_root	F_DW_rosette	F_DW_aboveground_tot	F_DW_root	F_RGR_max	F_WC1	F_WC2	F_LMA	F_fvfm	F_PIabs	F_Zn_S	F_Cd_S	F_Pb_S	F_Mg_S	F_Ca_S	F_K_S	F_Na_S	F_Cu_S	F_Fe_S	F_P_S	F_Zn_R	F_Cd_R	F_Pb_R	F_Mg_R	F_Ca_R	F_K_R	F_Na_R	F_Cu_R	F_Fe_R	F_P_R	F_rosette_hight	F_stem_nr	F_max_stem_length	F_epid_up	F_mes	F_epid_low	F_whole_leaf	F_cuti_up	F_cuti_low	F_stom_size_up_la	F_stom_size_up_sa	F_stom_area_up	F_stom_size_low_la	F_stom_size_low_sa	F_stom_area_low	F_stom_dens_low	F_stom_dens_up	F_palisade_long	F_palisade_short	F_trich_dens_up	F_trich_dens_low	F_whole_leaf_added	F_epid_up_propa	F_mes_propa	F_epid_low_propa	F_protection	F_assim_protection_prop	F_epid_up_propb	F_mes_propb	F_epid_low_propb	F_palisade_index	F_pollen_n_alive	F_pollen_n_dead	F_pollen_n_degen	F_pollen_n_deaddegen	F_pollen_n_all	F_pollen_viability_perc	F_pollen_dead_perc	F_pollen_degen_perc	F_pollen_deaddegen_perc	F_pollen_diameter	genotype_M_PL22_101	genotype_M_PL22_102	genotype_M_PL22_103	genotype_M_PL22_104	genotype_M_PL22_105	genotype_M_PL22_106	genotype_M_PL22_107	genotype_M_PL22_108	genotype_M_PL22_109	genotype_M_PL27_101	genotype_M_PL27_102	genotype_M_PL27_103	genotype_M_PL27_104	genotype_M_PL27_105	genotype_M_PL27_106	genotype_M_PL27_107	genotype_M_PL27_108	genotype_M_PL27_109	genotype_M_PL27_110	genotype_NM_PL14_105	genotype_NM_PL14_111	genotype_NM_PL14_114	genotype_NM_PL14_118	genotype_NM_PL14_119	genotype_NM_PL14_121	genotype_NM_PL14_126	genotype_NM_PL14_127	genotype_NM_PL14_128	genotype_NM_PL14_130	genotype_NM_PL35_101	genotype_NM_PL35_103	genotype_NM_PL35_104	genotype_NM_PL35_105	genotype_NM_PL35_106	genotype_NM_PL35_107	genotype_NM_PL35_108	genotype_NM_PL35_109	genotype_NM_PL35_110	genotype_NM_PL35_111	origin_pop_M_PL22	origin_pop_M_PL27	origin_pop_NM_PL14	origin_pop_NM_PL35	treatment_pop_M_PL22	treatment_pop_M_PL27	treatment_pop_NM_PL14	treatment_pop_NM_PL35	comparison_3levels_far_allopatric	comparison_3levels_near_allopatric	comparison_3levels_sympatric
0	1	9.056	38.875	1.538	0.981	4.518	0.338	0.029308046	88.92215569	8.027	0.001583949	0.829333333	2.3033	9222.0	42.5	2.4	4467.0	15193.0	18620.0	75.0	7.4	2605.464	0.47	3667.0	22.4	1.3	1170.0	4423.0	16919.0	120.0	9.5	2047.597	0.31	0.0	22.33333333	60.0	14.86	93.4750025	13.245	122.5	0.615	0.62	15.16416683	12.97166675	158.7163007	14.97583325	12.87	153.248021	297.6190476	507.7030812	52.139999	40.5300005	0.537376387	0.201516145	121.5800025	0.121306122	0.763061245	0.108122449	28.105	3.325920744	0.122224047	0.76883534	0.108940613	1.286454438	578.0	9.0	3.0	12.0	590.0	97.97	1.53	0.51	2.033898305	16.76166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
0	1	3.142	3.142	5.589	0.4901	0.4901	1.4791	0.019513178	78.48360656	3.648	0.010382837	0.815	1.892	2040.0	8.9	1.5	2904.0	7141.0	19331.0	31.0	3.6	980.47	0.37	1301.0	5.0	0.7	1002.0	3226.0	6483.0	70.0	2.6	208.1985	0.16	0.5	31.66666667	50.33333333	15.5749995	92.494999	14.145	115.755001	0.575	0.525	18.26333325	15.92	228.6019483	17.73999967	14.59833333	203.7907395	472.6890756	262.605042	35.415001	24.9799995	1.007580726	0.671720484	122.2149985	0.134551418	0.79905834	0.122197744	29.7199995	3.112214016	0.127439346	0.756821995	0.115738659	1.417734256	664.0	2.0	3.0	5.0	669.0	99.25	0.3	0.45	0.747384155	13.73666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
0	0	17.283	29.319	2.885	2.265	5.23	0.6512	0.048806452	86.2962963	6.297	0.004177828	0.809	2.623	5374.0	231.8	136.7	4826.0	14438.0	18443.0	29.0	3.3	483.757	0.17	2048.0	122.0	885.2	1902.0	3758.0	11893.0	25.0	3.9	121.406	0.1	0.0	18.5	75.5	22.1099995	95.265003	22.575	134.9700015	0.69	0.65	18.40666683	15.21416675	220.3810331	17.34416675	14.89416667	203.58406	262.605042	367.6470588	36.295	28.7200005	0.0	0.0	139.9500025	0.163814175	0.705823531	0.167259389	44.6849995	2.131923555	0.157984988	0.680707405	0.161307607	1.26375346	838.0	7.0	2.0	9.0	847.0	98.94	0.83	0.24	1.06257379	15.92166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
0	1	15.054	33.104	0.99	1.675	4.363	0.272	0.02865235	89.53974895	8.56	0.001309782	0.827	2.1153	7731.0	98.8	3.1	4197.0	13088.0	18318.0	150.0	8.0	2712.563	0.35	3957.0	53.7	1.3	1350.0	3631.0	19569.0	41.0	7.6	680.3405	0.54	0.666666667	22.33333333	61.0	16.915	80.1900025	12.42	106.09	0.675	0.56	16.47333342	13.67166667	177.9357837	14.83000008	12.6475	147.5549856	210.0840336	315.1260504	45.129999	34.000001	0.0	0.0	109.5250025	0.159440098	0.755867683	0.117070412	29.335	2.733594767	0.154439622	0.732161613	0.113398765	1.327352873	564.0	5.0	12.0	17.0	581.0	97.07	0.86	2.07	2.925989673	13.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
0	1	5.751	8.307	4.812	0.9988	1.6865	1.1181	0.02067874	74.23580786	2.881	0.012501563	0.804666667	2.367	1678.0	14.5	0.9	2539.0	6349.0	18466.0	32.0	3.6	859.505	0.35	1769.0	17.0	1.0	1353.0	3188.0	6402.0	69.0	3.3	275.555	0.21	1.333333333	52.0	39.0	17.87	93.200001	16.2750005	118.885002	0.595	0.54	17.46583317	14.69916667	201.6307593	16.4816665	15.13999983	196.2396922	542.7170868	437.67507	33.994999	24.705	1.007580726	0.470204339	127.3450015	0.150313325	0.783950872	0.136897003	34.1450005	2.729535793	0.140327455	0.731870116	0.127802429	1.376037199	830.0	8.0	1.0	9.0	839.0	98.93	0.95	0.12	1.072705602	15.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
0	0	1.246	1.246	2.56	0.2198	0.3289	0.5006	0.014310587	83.00653595	4.885	0.005487155	0.78875	1.0075	8077.0	139.6	368.2	4374.0	11971.0	18392.0	49.0	13.0	5207.673	0.49	4343.0	124.3	130.4	3421.0	3928.0	18354.0	27.0	6.1	635.105	0.28	1.666666667	8.0	8.666666667	14.365	107.9399985	11.115	128.6800045	0.565	0.58	15.78916633	14.835	185.2103132	16.44750008	14.21750008	184.114702	245.0980392	332.6330532	28.455001	19.5550005	0.0	0.0	133.4199985	0.111633506	0.838824951	0.086377056	25.48	4.236263677	0.107667517	0.809024132	0.083308351	1.45512658	479.0	10.0	1.0	11.0	490.0	97.76	2.04	0.2	2.244897959	19.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
0	0	9.076	9.076	1.815	1.808	1.808	0.249	0.04643555	76.0	3.167	0.006406935	0.783333333	1.7807	14045.0	227.1	244.4	7948.0	22869.0	13116.0	19.0	3.0	1374.619	0.15	2083.0	118.9	844.5	1819.0	4166.0	8835.0	38.0	4.2	303.585	0.1	2.333333333	8.0	59.0	10.85	88.6100005	11.025	108.024998	0.69	0.625	15.80499992	12.6575	160.1139062	16.61416667	12.93333333	168.7914901	262.605042	332.6330532	31.0	20.1100005	0.0	0.0	110.4850005	0.100439715	0.820273105	0.10205971	21.875	4.05074288	0.098203376	0.802009323	0.099787301	1.541521593	547.0	6.0	1.0	7.0	554.0	98.74	1.08	0.18	1.263537906	16.58833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
0	1	2.867	6.409	1.237	0.41	1.841	0.282	0.029278147	91.7282127	11.089	0.003200683	0.829333333	2.293	5747.0	98.7	1.5	5147.0	18251.0	18754.0	93.0	8.0	1476.434	0.59	2889.0	46.9	1.0	1130.0	4544.0	16335.0	35.0	9.4	322.8085	0.51	0.0	20.0	59.0	14.525	94.375	13.23	122.625	0.635	0.555	18.21916692	14.28333333	205.4739464	17.55583325	15.01583333	207.2970151	157.5630252	227.5910364	37.6050015	33.505	0.0	0.0	122.13	0.118450561	0.769622834	0.107889908	27.755	3.400288236	0.118930648	0.77274216	0.108327192	1.12236984	495.0	33.0	11.0	44.0	539.0	91.84	6.12	2.04	8.163265306	16.50333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
0	1	0.979	3.025	1.985	0.163	0.6684	0.4677	0.017881818	77.77777778	3.5	0.013024004	0.774	1.3723	1146.0	14.6	1.8	2389.0	4629.0	23821.0	50.0	3.2	1175.629	0.34	1273.0	15.6	0.9	1849.0	3781.0	9618.0	71.0	4.5	531.296	0.17	0.666666667	32.66666667	45.66666667	16.9200005	94.3250005	17.5	120.600002	0.53	0.53	19.01833342	16.09499992	242.0908807	18.3966665	15.0125	219.1212555	350.140056	227.5910364	37.254999	30.28	0.0	0.0	128.745001	0.140298509	0.782131003	0.145107792	34.4200005	2.740412526	0.131422582	0.73264981	0.135927608	1.230350033	372.0	15.0	0.0	15.0	387.0	96.12	3.88	0.0	3.875968992	17.12166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
1	1	11.554	11.554	4.804	1.5575	1.5575	0.9038	0.020472546	84.10852713	5.293	0.00786226	0.796333333	1.1163	1846.0	11.6	1.7	2415.0	5345.0	19277.0	47.0	3.7	1247.466	0.4	2101.0	22.5	0.9	1698.0	6423.0	5995.0	74.0	5.4	501.882	0.25	0.666666667	12.0	38.33333333	17.7399995	88.7849995	14.245	116.0600015	0.535	0.455	16.9108335	14.14833333	188.8395524	17.09583333	14.77083333	199.0794603	297.6190476	262.605042	31.160001	23.6800005	0.0	0.0	120.769999	0.152851967	0.764992231	0.122738237	31.9849995	2.775832449	0.146890781	0.73515774	0.117951479	1.315878393	729.0	54.0	22.0	76.0	805.0	90.56	6.71	2.73	9.440993789	18.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
1	1	4.8	7.092	1.819	0.9389	1.5173	0.5311	0.019411307	83.1147541	4.922	0.008443759	0.7855	1.251	2221.0	10.9	1.1	1724.0	5091.0	14227.0	33.0	3.6	720.763	0.29	2471.0	25.8	1.5	753.0	3539.0	5859.0	56.0	4.4	137.2985	0.16	0.666666667	18.0	29.0	19.2600005	98.044998	12.705	121.9650005	0.58	0.56	18.125	14.9925	213.6982403	18.43083333	14.89000008	215.8111655	297.6190476	192.5770308	31.38	20.25	0.0	0.0	130.0099985	0.157914159	0.803878142	0.104169228	31.9650005	3.067260956	0.148142456	0.754134291	0.097723253	1.54962963	325.0	2.0	1.0	3.0	328.0	99.09	0.61	0.3	0.914634146	15.14166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
1	0	1.376	1.376	0.566	0.2202	0.2202	0.1011	0.022978462	78.35051546	3.619	0.008619373	0.775333333	1.4517	13321.0	46.7	341.5	4974.0	15840.0	13903.0	46.0	9.8	5066.131	0.29	4016.0	37.5	221.7	2742.0	4458.0	12390.0	46.0	10.3	1685.3565	0.18	1.333333333	7.333333333	9.333333333	14.965	98.860001	11.945	124.3400005	0.58	0.505	15.26083317	13.88666658	166.6319498	15.73666667	13.21833333	163.4607442	350.140056	332.6330532	24.844999	17.4249995	0.0	0.0	125.770001	0.120355476	0.795078017	0.096067235	26.91	3.673727276	0.118987039	0.786038008	0.094974954	1.425824948	455.0	1.0	0.0	1.0	456.0	99.78	0.22	0.0	0.219298246	17.755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
1	0	3.532	15.969	0.347	0.543	2.69	0.0827	0.045735228	87.28070175	6.862	0.005048473	0.774333333	1.9373	22948.0	84.3	45.9	6440.0	19926.0	15355.0	110.0	5.1	1180.269	0.27	5119.0	29.5	79.8	2416.0	5196.0	12963.0	48.0	8.0	477.841	0.1	1.333333333	21.0	63.0	26.9700005	123.73	16.325	171.4300005	0.725	0.865	17.07583342	14.9208335	200.0805387	17.90583333	15.03583333	211.6120657	105.0420168	297.6190476	53.9300005	49.4349995	0.0	0.0	167.0250005	0.157323691	0.721752317	0.095228373	43.2950005	2.857835745	0.161472836	0.740787305	0.097739859	1.090927502	292.0	41.0	9.0	50.0	342.0	85.38	11.99	2.63	14.61988304	18.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
1	1	14.811	17.911	0.751	1.363	1.789	0.189	0.02536811	90.80882353	9.88	0.003197134	0.833333333	1.927	12547.0	7.6	3.2	4341.0	13882.0	19891.0	106.0	8.0	2052.34	0.39	6131.0	5.6	2.5	1501.0	3886.0	17693.0	54.0	7.6	1420.687	0.39	1.5	21.5	41.0	19.0699995	94.524998	14.705	116.215	0.495	0.53	15.68666642	14.56500008	180.2357932	15.40750017	14.70583342	178.6230879	332.6330532	507.7030812	27.6000005	20.4350005	0.0	0.0	128.2999975	0.164092411	0.813363146	0.12653272	33.7749995	2.798667636	0.148636008	0.736749804	0.114614188	1.350623921	446.0	35.0	67.5	102.5	548.5	81.31	6.38	12.31	18.68732908	17.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
1	1	7.173	7.173	2.811	0.8092	0.8092	0.6291	0.024560054	80.99547511	4.262	0.006802125	0.745	0.7813	2851.0	5.1	1.4	2882.0	10485.0	21913.0	60.0	4.2	1070.898	0.4	1674.0	4.2	1.5	1180.0	3455.0	7608.0	97.0	4.5	341.9475	0.18	1.0	21.5	33.0	17.2849995	93.1900025	16.2550005	123.209999	0.605	0.485	16.28500008	13.9825	179.0295423	16.50666683	14.5816665	189.8857465	437.67507	280.1120448	39.8150005	28.2699995	0.0	0.0	126.7300025	0.140288935	0.756350972	0.131929232	33.54	2.778473539	0.136392324	0.73534286	0.128264816	1.408383488	644.0	30.0	5.0	35.0	679.0	94.85	4.42	0.74	5.154639175	19.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
1	0	1.07	1.07	1.895	0.2858	0.2858	0.3795	0.025936121	78.75	3.706	0.012783531	0.788	1.2418	12323.0	62.0	426.1	3658.0	10867.0	9347.0	42.0	10.7	5885.642	0.26	3807.0	36.2	88.9	1854.0	3846.0	11604.0	28.0	8.4	167.535	0.13	1.333333333	15.33333333	34.33333333	18.6550005	110.439999	12.975	136.110001	0.695	0.53	14.68999992	12.0275	140.2398375	15.09583325	13.59583333	161.5262485	385.1540616	665.2661064	33.68	24.56	0.0	0.0	142.0699995	0.137058264	0.811402529	0.095327308	31.6300005	3.491621791	0.131308514	0.777363267	0.091328219	1.371335505	389.0	4.0	2.0	6.0	395.0	98.48	1.01	0.51	1.518987342	17.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
1	1	28.592	79.962	1.659	3.552	11.152	0.606	0.028841174	89.0941073	8.169	0.005027791	0.826666667	1.966	6704.0	56.3	1.5	2903.0	12036.0	18460.0	75.0	5.5	1901.315	0.38	3684.0	40.3	2.7	1260.0	3577.0	11274.0	76.0	6.5	2007.6745	0.28	0.0	16.5	50.0	17.51	89.5750005	16.5349995	115.2800025	0.65	0.59	16.84083342	14.345	191.1071859	15.39916667	13.41166667	163.3566199	315.1260504	542.7170868	39.875	26.375	0.0	0.0	123.62	0.151891045	0.777021153	0.143433372	34.0449995	2.63107657	0.141643747	0.724599583	0.13375667	1.511848341	447.0	6.0	17.0	23.0	470.0	95.11	1.28	3.62	4.893617021	17.31666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
1	1	5.226	5.226	2.487	0.917	0.917	0.6727	0.017678525	85.56701031	5.929	0.01019008	0.798	0.8527	1399.0	11.0	0.9	1169.0	3585.0	14768.0	26.0	3.5	593.628	0.3	1669.0	12.4	0.4	1116.0	3891.0	5673.0	60.0	3.4	197.084	0.18	0.0	26.0	50.0	24.1100005	111.814999	14.825	135.8899995	0.585	0.6	16.74416675	13.33083325	176.8743031	17.83833333	14.65083333	206.2251047	332.6330532	210.0840336	44.0	29.8249995	0.0	0.0	150.7499995	0.17742292	0.822834641	0.109095592	38.9350005	2.871837616	0.159933669	0.741724706	0.098341626	1.475272447	454.0	6.0	4.0	10.0	464.0	97.84	1.29	0.86	2.155172414	15.31333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
1	0	2.045	2.045	0.722	0.2962	0.2962	0.1262	0.011649465	83.67346939	5.125	0.008278814	0.8065	1.3243	11806.0	62.1	256.4	5286.0	18102.0	16542.0	34.0	8.6	3516.107	0.4	3684.0	122.6	126.7	1083.0	5393.0	5277.0	29.0	9.1	281.382	0.12	0.666666667	9.333333333	15.0	15.075	124.945	15.215	147.0049975	0.57	0.575	17.3433335	13.91083333	190.8787339	15.92833333	14.26249992	179.1296719	227.5910364	315.1260504	34.504999	22.4800005	0.0	0.0	155.235	0.102547534	0.849937091	0.103499883	30.29	4.124958732	0.097110832	0.804876478	0.09801269	1.53491985	348.0	3.0	7.0	10.0	358.0	97.21	0.84	1.96	2.793296089	16.91166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
1	0	1.724	1.724	1.712	0.274	0.274	0.242	0.043222607	76.08695652	3.182	0.003156669	0.793333333	2.0263	15881.0	87.8	289.7	8843.0	19699.0	19447.0	28.0	4.3	1857.658	0.16	5972.0	72.2	822.5	1621.0	7056.0	5462.0	39.0	8.0	200.8045	0.15	2.0	9.666666667	63.33333333	20.53	134.5049975	16.665	174.8299945	0.77	0.615	17.22416683	13.92083333	188.3966597	17.58666675	13.53083333	187.3074555	175.070028	227.5910364	39.5300005	26.58	0.0	0.0	171.6999975	0.117428363	0.769347376	0.095321172	37.195	3.616211789	0.119569017	0.783372158	0.097058825	1.487208446	602.0	16.0	8.0	24.0	626.0	96.17	2.56	1.28	3.833865815	17.25833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
1	1	32.445	52.073	1.097	3.08	5.463	0.332	0.023610465	89.67093236	8.681	0.001978208	0.843666667	2.0467	10406.0	68.9	4.8	3747.0	12830.0	18747.0	87.0	7.8	2280.197	0.46	5215.0	37.7	0.8	1335.0	3311.0	10568.0	38.0	6.5	896.1125	0.26	1.5	35.0	53.5	21.345	116.6549985	18.889999	152.8050005	0.625	0.605	17.35541665	13.56729158	185.0586414	18.04833333	14.42666667	204.5007631	192.5770308	297.6190476	32.124999	27.2350005	0.0	0.0	156.8899975	0.139687837	0.763423959	0.123621602	40.234999	2.899341404	0.136050738	0.743546436	0.120402826	1.179548317	702.0	11.0	21.0	32.0	734.0	95.64	1.5	2.86	4.359673025	18.57333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
1	1	5.772	6.613	3.418	0.9076	1.0825	0.8423	0.023699853	83.09859155	4.917	0.009501893	0.770833333	0.921	1809.0	7.8	1.2	2347.0	5741.0	18067.0	31.0	3.6	756.088	0.37	1217.0	6.8	1.2	768.0	3148.0	4777.0	71.0	5.6	510.0635	0.21	1.0	13.33333333	41.33333333	27.0550005	141.93	20.08	172.084999	0.54	0.475	19.46916667	15.11416667	232.1240149	19.45333333	15.86333333	243.1493751	350.140056	210.0840336	50.8950005	31.299999	0.0	0.0	189.0650005	0.15721882	0.824766835	0.116686522	47.1350005	3.011138188	0.143098936	0.750694204	0.10620686	1.626038407	358.0	4.0	3.0	7.0	365.0	98.08	1.1	0.82	1.917808219	14.16333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
1	1	12.835	23.117	2.592	1.136	2.873	0.551	0.028580777	89.23076923	8.286	0.00537569	0.833333333	2.021	8894.0	29.0	2.6	3955.0	13358.0	18773.0	84.0	8.9	2821.898	0.51	4819.0	12.8	1.5	1444.0	4114.0	17088.0	80.0	8.4	2090.116	0.33	1.0	9.666666667	49.0	14.7	89.2299995	12.735	113.314999	0.61	0.54	15.75666667	12.58062504	158.2375016	14.71083333	12.98333333	150.9245262	262.605042	402.6610644	38.4349995	32.88	0.067172048	0.0	116.6649995	0.129726869	0.787450914	0.112385828	27.435	3.25241478	0.126001801	0.764839497	0.109158703	1.168947673	500.0	10.0	43.0	53.0	553.0	90.42	1.81	7.78	9.584086799	15.35666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
1	1	14.548	15.199	5.81	1.6821	1.8048	1.4828	0.019088556	83.10667282	4.919498382	0.009851009	0.7455	0.829	1762.0	10.9	0.8	3127.0	7967.0	21013.0	36.0	3.4	527.755	0.37	1894.0	8.3	0.7	1330.0	3551.0	9119.0	88.0	3.4	132.7485	0.15	0.0	31.0	44.66666667	23.9749995	126.4400025	18.9299995	155.9850005	0.65	0.63	19.46916667	15.36083333	234.7687316	19.69666658	15.01500008	232.770601	245.0980392	140.0560224	49.58	32.5899995	0.0	0.0	169.3450015	0.153700673	0.810590775	0.121357819	42.904999	2.946976004	0.141574887	0.74664148	0.111783633	1.521325583	1132.0	15.0	2.0	17.0	1149.0	98.52	1.31	0.17	1.479547433	17.57333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
1	0	11.655	11.655	2.232	1.838	1.838	0.407	0.039664496	86.45833333	6.385	0.002493832	0.811	2.4343	14770.0	58.8	239.0	5832.0	13477.0	18249.0	19.0	3.5	1066.05	0.15	3728.0	26.0	553.6	2951.0	3476.0	13893.0	30.0	5.8	236.275	0.11	3.333333333	19.0	61.66666667	13.455	116.7900005	12.4	141.9100035	0.565	0.73	16.9458335	14.50166667	192.5030944	19.28916683	14.79749983	224.2780568	70.0280112	297.6190476	35.9799995	21.8600005	0.0	0.0	142.6450005	0.094813612	0.822986383	0.087379323	25.855	4.517114697	0.094325072	0.818745838	0.086929089	1.645928576	530.0	10.0	6.0	16.0	546.0	97.07	1.83	1.1	2.93040293	15.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
1	1	26.931	105.089	1.456	2.624	12.668	0.334	0.032031383	88.52913969	7.718	0.003770623	0.836666667	3.7267	10632.0	27.5	1.6	4279.0	17505.0	19982.0	87.0	7.7	2080.779	0.38	5634.0	17.5	1.3	1611.0	6786.0	17288.0	47.0	7.4	1403.5805	0.34	1.0	11.0	38.0	20.9449995	93.200001	16.7000005	123.459999	0.585	0.585	18.6943749	14.2727084	210.5971438	16.85833333	14.29166667	190.8516359	227.5910364	227.5910364	37.4499995	28.465	0.0	0.0	130.845001	0.169650086	0.754900387	0.135266488	37.645	2.47576042	0.160074893	0.712293174	0.127631934	1.315650782	906.0	30.0	65.5	95.5	1001.5	90.46	3.0	6.54	9.535696455	16.47666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
1	1	9.25	9.25	0.802	1.1961	1.1961	0.1948	0.045576864	84.07821229	5.281	0.008427752	0.79	1.4823	3526.0	7.7	1.5	5140.0	9835.0	19847.0	33.0	4.3	1179.864	0.46	3107.0	4.2	2.8	1376.0	2425.0	8979.0	114.0	6.1	432.5835	0.28	0.5	33.0	41.0	22.0149995	143.7249985	18.7049995	175.3050005	0.7	0.605	17.47833333	14.355	197.8237201	18.46666692	15.24916658	223.2296376	350.140056	297.6190476	45.01	32.7250005	0.0	0.0	184.4449975	0.125581127	0.81985681	0.106699749	40.719999	3.529592388	0.119358073	0.779229583	0.101412344	1.375401049	605.0	27.0	2.0	29.0	634.0	95.43	4.26	0.32	4.574132492	18.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
